code_key;q1;q2;q3;q4;q4a;q6;q7;q8;q9;q10;q11;q12;q13;q14;q14a;q15;q16;q17;q18;q20;q21;q22;q22a;q22b;q23;q24;q39;q40;q41;q42;q43;q44;q45;q45a;q73;q74;table30_2
1400059;;;;;;;م . كربلاء;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400060;;;;;;;م . الخليل المسائية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400061;;;;;;;ع. الصباح ( سادس علمي و ادبي );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400062;;;;;;;ع . الايمان;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400063;;;;;;;ع . الاصيل ( مركزية - علمي );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400064;;;;;;;ع . انتفاضة صفر;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400065;;;;;;;م . الامام الحسن;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400066;;;;;;;ث . الانفال;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400067;;;;;;;ع . شمس الحرية ( سادس علمي و ادبي );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400068;;;;;;;م . قمر بني هاشم;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400069;;;;;;;ث . محمد بن ابي بكر (قرض);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400070;;;;;;;ث . الزهاوي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400071;;;;;;;ع . الفاطمية ( سادس علمي وادبي );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400072;;;;;;;ث . طريق الحسين  ( سادس ادبي );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400073;;;;;;;ع . الفرات;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400074;;;;;;;م . المتنبي;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400075;;;;;;;ث . الحكيم المسائية  ( سادس علمي وادبي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400076;;;;;;;م . حلب;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400077;;;;;;;م . المصطفى الأساسية;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400078;;;;;;;ع . الكوفة ( سادس علمي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400079;;;;;;;م . الشهيد عبد المنعم فارس;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400080;;;;;;;ع . الزاكيات  ( سادس علمي وادبي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400081;;;;;;;م . طول كرم;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400082;;;;;;;ث . حمورابي;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400083;;;;;;;ع . ميسان ( سادس علمي وادبي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400084;;;;;;;ث . شط العرب;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400085;;;;;;;ث . الحرية;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400087;;;;;;;ع . مسلم بن عقيل ( مركزية علمي وادبي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400088;;;;;;;ث . الطليعة;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400089;;;;;;;م . الرياض;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400090;;;;;;;م . الزهور;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400091;;;;;;;م . الامام زين العابدين ( ع );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400092;;;;;;;م . الضفاف;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400093;;;;;;;م . الصدرين;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400094;;;;;;;م . العباسية;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400095;;;;;;;ث . الرواد للبنين;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400096;;;;;;;م . غانم المحنة;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400097;;;;;;;ع . زيد بن علي ( سادس علمي وادبي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400098;;;;;;;م . الفراهيدي;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400099;;;;;;;م . قرطاجة;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400100;;;;;;;م . حلوان;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400101;;;;;;;ع . المربد ( قرض );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400102;;;;;;;ع . الفدائي ( سادس علمي وادبي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400103;;;;;;;ث . الرملة  ( سادس علمي وادبي );2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400104;;;;;;;ث . السلام;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400105;;;;;;;م . القدس;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400106;;;;;;;ث . القدس المسائية ( سادس علمي و ادبي );3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400107;;;;;;;ع . الشيخ احمد الوائلي ( سادس علمي );3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400108;;;;;;;ع . صنعاء ( سادس علمي وادبي );3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400109;;;;;;;ع . الحيرة  ( سادس علمي وادبي );3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400110;;;;;;;ث . الفرسان ( سادس علمي );3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400111;;;;;;;ع . واسط  ( سادس علمي وادبي );3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400112;;;;;;;ث . ابي تراب;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400113;;;;;;;ث . الاكرمين  ( سادس ادبي );3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400114;;;;;;;م . صنعاء;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400115;;;;;;;م . ابو الاسود الدوؤلي;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400116;;;;;;;ع . العزة  ( سادس علمي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400117;;;;;;;م . المشخاب;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400118;;;;;;;ث . المناذرة ( سادس ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400119;;;;;;;ث . الخوارزمي ( سادس ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400120;;;;;;;ث . الزعيم عبد الواحد سكر ( سادس ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400121;;;;;;;م . الامام جعفر الصادق(ع);4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400122;;;;;;;ع . عبد الله بن الحسين ( سادس علمي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400123;;;;;;;م . المشخاب;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400124;;;;;;;ث . الاسراء ( سادس ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400125;;;;;;;ث . العلامة رضا الهندي المسائية ( سادس ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400126;;;;;;;ث . تبارك ( سادس ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400127;;;;;;;م . رشيد الهجري;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400128;;;;;;;ث . سفير الحسين;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400129;;;;;;;ث . نور الياسري ( سادس ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400130;;;;;;;ع . القادسية للبنات ( سادس علمي وادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400131;;;;;;;ث . الانتصار ( سادس علمي و ادبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400132;;;;;;;ث . الميثاق;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400133;;;;;;;م . الثقافة;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400134;;;;;;;ث . الشهيد عبد الحميد علوان الياسري ( سادس أدبي );4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400135;;;;;;;اطفال النجف;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400136;;;;;;;الحوراء;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400137;;;;;;;الاجيال;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400138;;;;;;;البراعم;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400139;;;;;;;الزيتون;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400140;;;;;;;النرجس;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400141;;;;;;;البيادر;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400142;;;;;;;الربيع;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400143;;;;;;;الهديل;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400144;;;;;;;الشهيدة احلام رزاق كاظم دبش;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400145;;;;;;;الغدير;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400146;;;;;;;العبير;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400147;;;;;;;المباهج;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400148;;;;;;;اطفال الثورة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400149;;;;;;;الحسين;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400150;;;;;;;الشموع;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400151;;;;;;;قتيبة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400152;;;;;;;الاستبرق;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400153;;;;;;;الافاق الرحبة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400154;;;;;;;الزنابق;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400155;;;;;;;اطفال الكوفة;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400156;;;;;;;الينابيع;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400157;;;;;;;الورود;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400158;;;;;;;الاصيل;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400159;;;;;;;الاريج;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400160;;;;;;;السندس;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400161;;;;;;;الياسمين;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400162;;;;;;;الازاهير;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400163;;;;;;;السدير;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400164;;;;;;;الشروق;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400165;;;;;;;الرياحين;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400166;;;;;;;المشخاب;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400167;;;;;;;النسيم;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400168;;;;;;;القادسية;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400169;;;;;;;إعدادية النجف المهنية (قرض);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400170;;;;;;;إعدادية الكوثر المهنية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400171;;;;;;;إعدادية الغري المهنية للبنين;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400172;;;;;;;إعدادية الغري المهنية للبنات;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400173;;;;;;;إعدادية الكوفة المهنية;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400174;;;;;;;إعدادية المناذرة المهنية;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400179;;;;;;;الغفاري;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400180;;;;;;;الحيدرية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400181;;;;;;;النضــال;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400182;;;;;;;التهــذيب;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400183;;;;;;;مالك الاشتر;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400184;;;;;;;حليف القرآن ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400185;;;;;;;اصحاب الكساء;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400186;;;;;;;السدير الأساسية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400187;;;;;;;الرهيمـة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400188;;;;;;;الامير;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400189;;;;;;;التيسير;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400190;;;;;;;العاصفة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400191;;;;;;;دعبل الخزاعي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400192;;;;;;;التسامح;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400193;;;;;;;دمشق الأساسية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400194;;;;;;;الصادق;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400195;;;;;;;الجولان;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400196;;;;;;;الشهيد وهاب الطالقاني ( الأجيال );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400197;;;;;;;بغداد الأساسية ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400198;;;;;;;الصفاء ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400199;;;;;;;الغــري;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400200;;;;;;;الأقــدام ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400201;;;;;;;الامام الهادي الأساسية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400202;;;;;;;عــــدن;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400203;;;;;;;مصطفى جواد;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400204;;;;;;;الانتصار;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400205;;;;;;;الوثبــــة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400206;;;;;;;الشريف الرضي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400207;;;;;;;المعرفة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400208;;;;;;;الشعب;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400209;;;;;;;الصافي النجفي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400210;;;;;;;بدر الكبرى ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400211;;;;;;;الزهراء;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400212;;;;;;;أم قصر ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400213;;;;;;;الزينبية ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400214;;;;;;;سكينـــة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400215;;;;;;;رام الله;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400216;;;;;;;الفضيلة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400217;;;;;;;النهضة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400218;;;;;;;الوطـــن;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400219;;;;;;;الفردوس;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400221;;;;;;;السنابل;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400222;;;;;;;فتـــــح;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400223;;;;;;;العفـــة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400224;;;;;;;النخيل;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400225;;;;;;;بلقيس الأساسية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400226;;;;;;;الافراح;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400227;;;;;;;الفراقـــد;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400228;;;;;;;المقاصد;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400229;;;;;;;دجـلـــة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400230;;;;;;;مصطفى جمال الدين;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400231;;;;;;;الانصاف;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400232;;;;;;;بــردى;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400233;;;;;;;البيارق ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400234;;;;;;;الابداع;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400235;;;;;;;الامــاني ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400236;;;;;;;نهج البلاغة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400237;;;;;;;النــــور;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400238;;;;;;;الفرقان;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400239;;;;;;;الشيماء;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400240;;;;;;;الرسالة ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400241;;;;;;;القاهـــرة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400242;;;;;;;الطـائف  ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400243;;;;;;;التراث العربي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400244;;;;;;;تبــــوك;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400245;;;;;;;المكاسب;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400246;;;;;;;صفيـــن;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400248;;;;;;;التضحية;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400249;;;;;;;حبيب بن مظاهر الاسدي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400250;;;;;;;فتى الاسلام ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400251;;;;;;;المسعودي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400252;;;;;;;حيفـــا;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400253;;;;;;;الحر الرياحي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400254;;;;;;;ابي الفضل العباس;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400255;;;;;;;الانصار;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400256;;;;;;;المجـــد;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400257;;;;;;;السهل الاخضر ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400258;;;;;;;العصمة ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400259;;;;;;;الطبرسي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400260;;;;;;;الابرار;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400261;;;;;;;المهاجرين ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400262;;;;;;;الرحمة;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400263;;;;;;;6كانون;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400264;;;;;;;الحوراء ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400265;;;;;;;البيعة الكبرى;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400266;;;;;;;الغـــدير;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400267;;;;;;;صـــور;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400268;;;;;;;البــراق;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400269;;;;;;;الخيرات;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400270;;;;;;;الرازي;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400271;;;;;;;الارتقاء ( تربية خاصة );1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
